idx,a_bad,a_new,n_htl,g_lat,g_lng
443156,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
443306,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
443411,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
443610,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 22 08 Josefstadt 1080 Vienna Austria,Cordial Theaterhotel Wien,48.210893,16.351647
443682,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
443978,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
444834,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
444878,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
444918,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
445014,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
445255,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
445264,20 Rue De La Ga t 14th arr 75014 Paris France,20 Rue De La Gaite 14th arr 75014 Paris France,Mercure Paris Gare Montparnasse,48.84015,2.323594
445326,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
445340,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
445342,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
445437,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
445471,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
445819,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
445874,Pau Clar s 122 Eixample 08009 Barcelona Spain,Pau Claris 122 Eixample 08009 Barcelona Spain,Renaissance Barcelona Hotel,41.392967,2.166718
446158,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
446525,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
446716,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
446843,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
447387,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
447691,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
447728,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
448100,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
448102,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
448301,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
448390,Pau Clar s 122 Eixample 08009 Barcelona Spain,Pau Claris 122 Eixample 08009 Barcelona Spain,Renaissance Barcelona Hotel,41.392967,2.166718
448594,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
448841,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
448880,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
448891,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
449033,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
449113,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
449163,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
449455,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
449521,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
449677,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
449678,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
450155,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
450339,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
450553,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
450700,Sep lveda 180 Eixample 08011 Barcelona Spain,Sep lveda 180 Eixample 08011 Barcelona Spain,Hotel Advance,41.3835367745493,2.1628381519502886
450789,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
450879,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
450951,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
450959,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
451007,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
451248,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
451584,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
451700,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
451764,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
452002,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
452028,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
452070,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
452523,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
452954,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
452979,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
453048,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
453475,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
453493,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
453503,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
453560,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
453633,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
453817,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
453999,Sep lveda 180 Eixample 08011 Barcelona Spain,Sep lveda 180 Eixample 08011 Barcelona Spain,Hotel Advance,41.3835367745493,2.1628381519502886
454277,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
454404,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
455009,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
455103,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
455180,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
455273,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
455773,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
455880,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
456102,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
456119,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
456129,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
456154,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
456158,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
456192,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
457288,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
458059,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
458423,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
458440,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
458450,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
458559,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
458801,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
458887,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
458905,Pau Clar s 122 Eixample 08009 Barcelona Spain,Pau Claris 122 Eixample 08009 Barcelona Spain,Renaissance Barcelona Hotel,41.392967,2.166718
458981,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
459315,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
459346,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
459427,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
460097,Paragonstra e 1 11 Simmering 1110 Vienna Austria,Paragonstrasse 1 11 Simmering 1110 Vienna Austria,Roomz Vienna,48.185056,16.419818
460180,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
460253,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
460450,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
460558,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
460975,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
461083,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
461139,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
461468,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
461480,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
461734,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
461795,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
462062,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
462249,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
462492,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
462768,Pau Clar s 122 Eixample 08009 Barcelona Spain,Pau Claris 122 Eixample 08009 Barcelona Spain,Renaissance Barcelona Hotel,41.392967,2.166718
463084,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
463164,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
463249,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
463310,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
463391,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
463426,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
463485,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
463503,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
463564,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
464018,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
464032,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
464188,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
464192,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
464281,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
464665,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
465061,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
465331,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
465548,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
465652,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
465659,Paragonstra e 1 11 Simmering 1110 Vienna Austria,Paragonstrasse 1 11 Simmering 1110 Vienna Austria,Roomz Vienna,48.185056,16.419818
465692,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
465834,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
465848,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
465927,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
466020,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
466153,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
466201,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
466678,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
466703,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
466937,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
467108,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
467167,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
467242,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
467322,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
467417,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
468644,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
468687,23 Rue Damr mont 18th arr 75018 Paris France,23 Rue Damremont 18th arr 75018 Paris France,Holiday Inn Paris Montmartre,48.88912,2.333672
468701,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
468721,23 Rue Damr mont 18th arr 75018 Paris France,23 Rue Damremont 18th arr 75018 Paris France,Holiday Inn Paris Montmartre,48.88912,2.333672
469021,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
469126,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
